Sat 24 Dec 2022 07:18:46 PM KST
NODELIST=agi1
MASTER_ADDR=agi1
conda 22.11.0
Python 3.10.8
Vit is used
[INFO] main.py:39 > Namespace(mode='L2P', dataset='cifar100', n_tasks=10, n=50, m=10, rnd_seed=1, memory_size=2000, log_path='results', model_name='vit', opt_name='sgd', sched_name='cos', batchsize=16, n_worker=0, lr=0.03, init_model=False, init_opt=False, topk=1, use_amp=True, transforms=['cutmix', 'autoaug'], gpu_transform=True, reg_coef=100, data_dir='/local_datasets/puridiver/cifar100', debug=False, note='[L2P_K]_iblurry_cifar100_3epoch', eval_period=100, temp_batchsize=None, online_iter=3.0, num_gpus=1, workers_per_gpu=1, imp_update_period=1, lr_step=0.95, lr_length=10, lr_period=10, memory_epoch=256, distilling=True, agem_batch=240, mir_cands=50)
[INFO] main.py:48 > Set the device (cuda)
[INFO] main.py:94 > Using train-transforms Compose(
    RandomCrop(size=(32, 32), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment(policy=AutoAugmentPolicy.CIFAR10, fill=None)
    ConvertImageDtype()
    Normalize(mean=(0.5071, 0.4867, 0.4408), std=(0.2675, 0.2565, 0.2761))
)
[INFO] main.py:104 > [1] Select a CIL method (L2P)
[INFO] main.py:110 > [2] Incrementally training 10 tasks

##################################################
# Task 0 iteration
##################################################

[INFO] main.py:123 > [2-1] Prepare a datalist for the current task
[INFO] L2P_kearney.py:534 > Train | Sample # 8 | train_loss 10.6251 | train_acc 0.5312 | lr 0.012074 | running_time 0:00:02 | ETA 4:05:34
[INFO] L2P_kearney.py:534 > Train | Sample # 33216 | train_loss 1.0813 | train_acc 0.7422 | lr 0.014034 | running_time 6:38:49 | ETA 3:21:31
[INFO] L2P_kearney.py:534 > Train | Sample # 33224 | train_loss 1.0947 | train_acc 0.7240 | lr 0.014016 | running_time 6:38:51 | ETA 3:21:23
[INFO] L2P_kearney.py:534 > Train | Sample # 33232 | train_loss 0.8771 | train_acc 0.8151 | lr 0.013999 | running_time 6:38:52 | ETA 3:21:15
[INFO] L2P_kearney.py:534 > Train | Sample # 33240 | train_loss 0.9073 | train_acc 0.8359 | lr 0.013982 | running_time 6:38:54 | ETA 3:21:08
[INFO] L2P_kearney.py:534 > Train | Sample # 33248 | train_loss 1.6120 | train_acc 0.7109 | lr 0.013965 | running_time 6:38:56 | ETA 3:21:00
[INFO] L2P_kearney.py:534 > Train | Sample # 33256 | train_loss 1.1036 | train_acc 0.7891 | lr 0.013947 | running_time 6:38:58 | ETA 3:20:52
[INFO] L2P_kearney.py:534 > Train | Sample # 33264 | train_loss 0.9041 | train_acc 0.8151 | lr 0.013930 | running_time 6:39:00 | ETA 3:20:44
[INFO] L2P_kearney.py:534 > Train | Sample # 33272 | train_loss 1.4730 | train_acc 0.6328 | lr 0.013913 | running_time 6:39:01 | ETA 3:20:37
[INFO] L2P_kearney.py:534 > Train | Sample # 33280 | train_loss 0.9896 | train_acc 0.8385 | lr 0.013896 | running_time 6:39:03 | ETA 3:20:29
[INFO] L2P_kearney.py:534 > Train | Sample # 33288 | train_loss 0.9326 | train_acc 0.8385 | lr 0.013879 | running_time 6:39:05 | ETA 3:20:21
[INFO] L2P_kearney.py:534 > Train | Sample # 33296 | train_loss 1.2114 | train_acc 0.7656 | lr 0.013861 | running_time 6:39:07 | ETA 3:20:13
[INFO] L2P_kearney.py:544 > Test | Sample # 33300 | test_loss 0.8878 | test_acc 0.7819 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 33304 | train_loss 1.0441 | train_acc 0.7734 | lr 0.013844 | running_time 6:40:10 | ETA 3:20:36
[INFO] L2P_kearney.py:534 > Train | Sample # 33312 | train_loss 0.7548 | train_acc 0.8125 | lr 0.013827 | running_time 6:40:11 | ETA 3:20:29
[INFO] L2P_kearney.py:534 > Train | Sample # 33320 | train_loss 1.0085 | train_acc 0.8021 | lr 0.013810 | running_time 6:40:13 | ETA 3:20:21
[INFO] L2P_kearney.py:534 > Train | Sample # 33328 | train_loss 1.0398 | train_acc 0.7812 | lr 0.013793 | running_time 6:40:15 | ETA 3:20:13
[INFO] L2P_kearney.py:534 > Train | Sample # 33336 | train_loss 1.1696 | train_acc 0.7760 | lr 0.013775 | running_time 6:40:17 | ETA 3:20:05
[INFO] L2P_kearney.py:534 > Train | Sample # 33344 | train_loss 0.9417 | train_acc 0.8229 | lr 0.013758 | running_time 6:40:19 | ETA 3:19:58
[INFO] L2P_kearney.py:534 > Train | Sample # 33352 | train_loss 1.0499 | train_acc 0.8438 | lr 0.013741 | running_time 6:40:20 | ETA 3:19:50
[INFO] L2P_kearney.py:534 > Train | Sample # 33360 | train_loss 0.8116 | train_acc 0.8542 | lr 0.013724 | running_time 6:40:22 | ETA 3:19:42
[INFO] L2P_kearney.py:534 > Train | Sample # 33368 | train_loss 0.7755 | train_acc 0.9010 | lr 0.013707 | running_time 6:40:24 | ETA 3:19:34
[INFO] L2P_kearney.py:534 > Train | Sample # 33376 | train_loss 0.6698 | train_acc 0.8438 | lr 0.013689 | running_time 6:40:26 | ETA 3:19:27
[INFO] L2P_kearney.py:534 > Train | Sample # 33384 | train_loss 0.9494 | train_acc 0.8177 | lr 0.013672 | running_time 6:40:28 | ETA 3:19:19
[INFO] L2P_kearney.py:534 > Train | Sample # 33392 | train_loss 1.1405 | train_acc 0.8229 | lr 0.013655 | running_time 6:40:29 | ETA 3:19:11
[INFO] L2P_kearney.py:534 > Train | Sample # 33400 | train_loss 1.1893 | train_acc 0.7812 | lr 0.013638 | running_time 6:40:31 | ETA 3:19:03
[INFO] L2P_kearney.py:544 > Test | Sample # 33400 | test_loss 0.8546 | test_acc 0.7935 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 33408 | train_loss 1.3015 | train_acc 0.7526 | lr 0.013621 | running_time 6:41:34 | ETA 3:19:26
[INFO] L2P_kearney.py:534 > Train | Sample # 33416 | train_loss 0.8497 | train_acc 0.7917 | lr 0.013603 | running_time 6:41:36 | ETA 3:19:18
[INFO] L2P_kearney.py:534 > Train | Sample # 33424 | train_loss 0.9538 | train_acc 0.8307 | lr 0.013586 | running_time 6:41:38 | ETA 3:19:10
[INFO] L2P_kearney.py:534 > Train | Sample # 33432 | train_loss 0.7560 | train_acc 0.8099 | lr 0.013569 | running_time 6:41:39 | ETA 3:19:03
[INFO] L2P_kearney.py:534 > Train | Sample # 33440 | train_loss 0.5675 | train_acc 0.8516 | lr 0.013552 | running_time 6:41:41 | ETA 3:18:55
[INFO] L2P_kearney.py:534 > Train | Sample # 33448 | train_loss 1.2967 | train_acc 0.7188 | lr 0.013535 | running_time 6:41:43 | ETA 3:18:47
[INFO] L2P_kearney.py:534 > Train | Sample # 33456 | train_loss 1.0500 | train_acc 0.7839 | lr 0.013518 | running_time 6:41:45 | ETA 3:18:40
[INFO] L2P_kearney.py:534 > Train | Sample # 33464 | train_loss 0.9352 | train_acc 0.8125 | lr 0.013500 | running_time 6:41:47 | ETA 3:18:32
[INFO] L2P_kearney.py:534 > Train | Sample # 33472 | train_loss 0.8177 | train_acc 0.8307 | lr 0.013483 | running_time 6:41:48 | ETA 3:18:24
[INFO] L2P_kearney.py:534 > Train | Sample # 33480 | train_loss 0.9237 | train_acc 0.8255 | lr 0.013466 | running_time 6:41:50 | ETA 3:18:16
[INFO] L2P_kearney.py:534 > Train | Sample # 33488 | train_loss 1.2393 | train_acc 0.7865 | lr 0.013449 | running_time 6:41:52 | ETA 3:18:09
[INFO] L2P_kearney.py:534 > Train | Sample # 33496 | train_loss 0.8745 | train_acc 0.7734 | lr 0.013432 | running_time 6:41:54 | ETA 3:18:01
[INFO] L2P_kearney.py:544 > Test | Sample # 33500 | test_loss 0.8854 | test_acc 0.7833 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 33504 | train_loss 0.9719 | train_acc 0.8021 | lr 0.013415 | running_time 6:42:57 | ETA 3:18:23
[INFO] L2P_kearney.py:534 > Train | Sample # 33512 | train_loss 1.0387 | train_acc 0.7734 | lr 0.013397 | running_time 6:42:58 | ETA 3:18:16
[INFO] L2P_kearney.py:534 > Train | Sample # 33520 | train_loss 0.7632 | train_acc 0.8542 | lr 0.013380 | running_time 6:43:00 | ETA 3:18:08
[INFO] L2P_kearney.py:534 > Train | Sample # 33528 | train_loss 1.1142 | train_acc 0.7995 | lr 0.013363 | running_time 6:43:02 | ETA 3:18:00
[INFO] L2P_kearney.py:534 > Train | Sample # 33536 | train_loss 1.4155 | train_acc 0.7083 | lr 0.013346 | running_time 6:43:04 | ETA 3:17:52
[INFO] L2P_kearney.py:534 > Train | Sample # 33544 | train_loss 1.1394 | train_acc 0.7786 | lr 0.013329 | running_time 6:43:06 | ETA 3:17:45
[INFO] L2P_kearney.py:534 > Train | Sample # 33552 | train_loss 0.9905 | train_acc 0.8333 | lr 0.013312 | running_time 6:43:07 | ETA 3:17:37
[INFO] L2P_kearney.py:534 > Train | Sample # 33560 | train_loss 0.9927 | train_acc 0.8255 | lr 0.013295 | running_time 6:43:09 | ETA 3:17:29
[INFO] L2P_kearney.py:534 > Train | Sample # 33568 | train_loss 0.8663 | train_acc 0.8385 | lr 0.013277 | running_time 6:43:11 | ETA 3:17:22
[INFO] L2P_kearney.py:534 > Train | Sample # 33576 | train_loss 0.9614 | train_acc 0.8307 | lr 0.013260 | running_time 6:43:13 | ETA 3:17:14
[INFO] L2P_kearney.py:534 > Train | Sample # 33584 | train_loss 1.0140 | train_acc 0.8073 | lr 0.013243 | running_time 6:43:15 | ETA 3:17:06
[INFO] L2P_kearney.py:534 > Train | Sample # 33592 | train_loss 1.0103 | train_acc 0.7995 | lr 0.013226 | running_time 6:43:17 | ETA 3:16:59
[INFO] L2P_kearney.py:534 > Train | Sample # 33600 | train_loss 0.8460 | train_acc 0.8047 | lr 0.013209 | running_time 6:43:18 | ETA 3:16:51
[INFO] L2P_kearney.py:544 > Test | Sample # 33600 | test_loss 0.8326 | test_acc 0.7965 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 33608 | train_loss 1.2130 | train_acc 0.7552 | lr 0.013192 | running_time 6:44:21 | ETA 3:17:13
[INFO] L2P_kearney.py:534 > Train | Sample # 33616 | train_loss 0.8395 | train_acc 0.8568 | lr 0.013175 | running_time 6:44:23 | ETA 3:17:05
[INFO] L2P_kearney.py:534 > Train | Sample # 33624 | train_loss 0.9315 | train_acc 0.7995 | lr 0.013157 | running_time 6:44:25 | ETA 3:16:57
[INFO] L2P_kearney.py:534 > Train | Sample # 33632 | train_loss 1.0500 | train_acc 0.8073 | lr 0.013140 | running_time 6:44:26 | ETA 3:16:50
[INFO] L2P_kearney.py:534 > Train | Sample # 33640 | train_loss 0.9289 | train_acc 0.7578 | lr 0.013123 | running_time 6:44:28 | ETA 3:16:42
[INFO] L2P_kearney.py:534 > Train | Sample # 33648 | train_loss 0.8346 | train_acc 0.8359 | lr 0.013106 | running_time 6:44:30 | ETA 3:16:34
[INFO] L2P_kearney.py:534 > Train | Sample # 33656 | train_loss 0.8165 | train_acc 0.7578 | lr 0.013089 | running_time 6:44:32 | ETA 3:16:27
[INFO] L2P_kearney.py:534 > Train | Sample # 33664 | train_loss 1.2754 | train_acc 0.7214 | lr 0.013072 | running_time 6:44:34 | ETA 3:16:19
[INFO] L2P_kearney.py:534 > Train | Sample # 33672 | train_loss 0.8387 | train_acc 0.8073 | lr 0.013055 | running_time 6:44:35 | ETA 3:16:11
[INFO] L2P_kearney.py:534 > Train | Sample # 33680 | train_loss 0.9080 | train_acc 0.8099 | lr 0.013038 | running_time 6:44:37 | ETA 3:16:04
[INFO] L2P_kearney.py:534 > Train | Sample # 33688 | train_loss 0.8762 | train_acc 0.8490 | lr 0.013020 | running_time 6:44:39 | ETA 3:15:56
[INFO] L2P_kearney.py:534 > Train | Sample # 33696 | train_loss 1.3542 | train_acc 0.7240 | lr 0.013003 | running_time 6:44:41 | ETA 3:15:48
[INFO] L2P_kearney.py:544 > Test | Sample # 33700 | test_loss 0.8320 | test_acc 0.7926 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 33704 | train_loss 1.2076 | train_acc 0.7682 | lr 0.012986 | running_time 6:45:44 | ETA 3:16:10
[INFO] L2P_kearney.py:534 > Train | Sample # 33712 | train_loss 0.9740 | train_acc 0.7344 | lr 0.012969 | running_time 6:45:46 | ETA 3:16:02
[INFO] L2P_kearney.py:534 > Train | Sample # 33720 | train_loss 1.2848 | train_acc 0.7500 | lr 0.012952 | running_time 6:45:47 | ETA 3:15:55
[INFO] L2P_kearney.py:534 > Train | Sample # 33728 | train_loss 0.8949 | train_acc 0.7969 | lr 0.012935 | running_time 6:45:49 | ETA 3:15:47
[INFO] L2P_kearney.py:534 > Train | Sample # 33736 | train_loss 1.1459 | train_acc 0.7760 | lr 0.012918 | running_time 6:45:51 | ETA 3:15:39
[INFO] L2P_kearney.py:534 > Train | Sample # 33744 | train_loss 0.6758 | train_acc 0.9062 | lr 0.012901 | running_time 6:45:53 | ETA 3:15:32
[INFO] L2P_kearney.py:534 > Train | Sample # 33752 | train_loss 0.8459 | train_acc 0.8490 | lr 0.012884 | running_time 6:45:55 | ETA 3:15:24
[INFO] L2P_kearney.py:534 > Train | Sample # 33760 | train_loss 0.7651 | train_acc 0.8776 | lr 0.012867 | running_time 6:45:56 | ETA 3:15:16
[INFO] L2P_kearney.py:534 > Train | Sample # 33768 | train_loss 1.1741 | train_acc 0.7266 | lr 0.012850 | running_time 6:45:58 | ETA 3:15:08
[INFO] L2P_kearney.py:534 > Train | Sample # 33776 | train_loss 1.3462 | train_acc 0.7396 | lr 0.012832 | running_time 6:46:00 | ETA 3:15:01
[INFO] L2P_kearney.py:534 > Train | Sample # 33784 | train_loss 0.9447 | train_acc 0.8073 | lr 0.012815 | running_time 6:46:02 | ETA 3:14:53
[INFO] L2P_kearney.py:534 > Train | Sample # 33792 | train_loss 0.9601 | train_acc 0.7995 | lr 0.012798 | running_time 6:46:04 | ETA 3:14:45
[INFO] L2P_kearney.py:534 > Train | Sample # 33800 | train_loss 0.7676 | train_acc 0.8880 | lr 0.012781 | running_time 6:46:05 | ETA 3:14:38
[INFO] L2P_kearney.py:544 > Test | Sample # 33800 | test_loss 0.8658 | test_acc 0.7885 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 33808 | train_loss 0.7803 | train_acc 0.8802 | lr 0.012764 | running_time 6:47:08 | ETA 3:14:59
[INFO] L2P_kearney.py:534 > Train | Sample # 33816 | train_loss 0.8921 | train_acc 0.8385 | lr 0.012747 | running_time 6:47:10 | ETA 3:14:52
[INFO] L2P_kearney.py:534 > Train | Sample # 33824 | train_loss 1.3343 | train_acc 0.7005 | lr 0.012730 | running_time 6:47:12 | ETA 3:14:44
[INFO] L2P_kearney.py:534 > Train | Sample # 33832 | train_loss 0.9370 | train_acc 0.8047 | lr 0.012713 | running_time 6:47:14 | ETA 3:14:36
[INFO] L2P_kearney.py:534 > Train | Sample # 33840 | train_loss 1.2880 | train_acc 0.6797 | lr 0.012696 | running_time 6:47:15 | ETA 3:14:29
[INFO] L2P_kearney.py:534 > Train | Sample # 33848 | train_loss 0.9246 | train_acc 0.8203 | lr 0.012679 | running_time 6:47:17 | ETA 3:14:21
[INFO] L2P_kearney.py:534 > Train | Sample # 33856 | train_loss 0.8253 | train_acc 0.8698 | lr 0.012662 | running_time 6:47:19 | ETA 3:14:13
[INFO] L2P_kearney.py:534 > Train | Sample # 33864 | train_loss 1.2068 | train_acc 0.7135 | lr 0.012645 | running_time 6:47:21 | ETA 3:14:06
[INFO] L2P_kearney.py:534 > Train | Sample # 33872 | train_loss 0.8863 | train_acc 0.7917 | lr 0.012628 | running_time 6:47:23 | ETA 3:13:58
[INFO] L2P_kearney.py:534 > Train | Sample # 33880 | train_loss 1.0697 | train_acc 0.8021 | lr 0.012611 | running_time 6:47:24 | ETA 3:13:50
[INFO] L2P_kearney.py:534 > Train | Sample # 33888 | train_loss 0.9413 | train_acc 0.7995 | lr 0.012594 | running_time 6:47:26 | ETA 3:13:43
[INFO] L2P_kearney.py:534 > Train | Sample # 33896 | train_loss 1.1282 | train_acc 0.7188 | lr 0.012577 | running_time 6:47:28 | ETA 3:13:35
[INFO] L2P_kearney.py:544 > Test | Sample # 33900 | test_loss 0.8949 | test_acc 0.7825 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 33904 | train_loss 1.2284 | train_acc 0.7891 | lr 0.012560 | running_time 6:48:31 | ETA 3:13:56
[INFO] L2P_kearney.py:534 > Train | Sample # 33912 | train_loss 1.0295 | train_acc 0.7917 | lr 0.012543 | running_time 6:48:33 | ETA 3:13:49
[INFO] L2P_kearney.py:534 > Train | Sample # 33920 | train_loss 0.7610 | train_acc 0.8385 | lr 0.012526 | running_time 6:48:34 | ETA 3:13:41
[INFO] L2P_kearney.py:534 > Train | Sample # 33928 | train_loss 0.8033 | train_acc 0.8620 | lr 0.012509 | running_time 6:48:36 | ETA 3:13:33
[INFO] L2P_kearney.py:534 > Train | Sample # 33936 | train_loss 1.0632 | train_acc 0.7865 | lr 0.012492 | running_time 6:48:38 | ETA 3:13:26
[INFO] L2P_kearney.py:534 > Train | Sample # 33944 | train_loss 0.9860 | train_acc 0.7891 | lr 0.012475 | running_time 6:48:40 | ETA 3:13:18
[INFO] L2P_kearney.py:534 > Train | Sample # 33952 | train_loss 1.3174 | train_acc 0.6432 | lr 0.012458 | running_time 6:48:42 | ETA 3:13:10
[INFO] L2P_kearney.py:534 > Train | Sample # 33960 | train_loss 0.9564 | train_acc 0.8177 | lr 0.012441 | running_time 6:48:43 | ETA 3:13:03
[INFO] L2P_kearney.py:534 > Train | Sample # 33968 | train_loss 0.8870 | train_acc 0.7839 | lr 0.012424 | running_time 6:48:45 | ETA 3:12:55
[INFO] L2P_kearney.py:534 > Train | Sample # 33976 | train_loss 0.6619 | train_acc 0.8516 | lr 0.012407 | running_time 6:48:47 | ETA 3:12:47
[INFO] L2P_kearney.py:534 > Train | Sample # 33984 | train_loss 1.1226 | train_acc 0.7865 | lr 0.012390 | running_time 6:48:49 | ETA 3:12:40
[INFO] L2P_kearney.py:534 > Train | Sample # 33992 | train_loss 1.0147 | train_acc 0.8359 | lr 0.012373 | running_time 6:48:51 | ETA 3:12:32
[INFO] L2P_kearney.py:534 > Train | Sample # 34000 | train_loss 0.8697 | train_acc 0.7812 | lr 0.012356 | running_time 6:48:52 | ETA 3:12:24
[INFO] L2P_kearney.py:544 > Test | Sample # 34000 | test_loss 0.8668 | test_acc 0.7888 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 34008 | train_loss 1.1483 | train_acc 0.7891 | lr 0.012339 | running_time 6:49:55 | ETA 3:12:45
[INFO] L2P_kearney.py:534 > Train | Sample # 34016 | train_loss 1.2896 | train_acc 0.7448 | lr 0.012322 | running_time 6:49:57 | ETA 3:12:38
[INFO] L2P_kearney.py:534 > Train | Sample # 34024 | train_loss 1.0387 | train_acc 0.8411 | lr 0.012305 | running_time 6:49:59 | ETA 3:12:30
[INFO] L2P_kearney.py:534 > Train | Sample # 34032 | train_loss 0.9530 | train_acc 0.7682 | lr 0.012288 | running_time 6:50:01 | ETA 3:12:22
[INFO] L2P_kearney.py:534 > Train | Sample # 34040 | train_loss 1.1240 | train_acc 0.7161 | lr 0.012271 | running_time 6:50:02 | ETA 3:12:15
[INFO] L2P_kearney.py:534 > Train | Sample # 34048 | train_loss 1.0744 | train_acc 0.7891 | lr 0.012254 | running_time 6:50:04 | ETA 3:12:07
[INFO] L2P_kearney.py:534 > Train | Sample # 34056 | train_loss 1.0657 | train_acc 0.6979 | lr 0.012237 | running_time 6:50:06 | ETA 3:12:00
[INFO] L2P_kearney.py:534 > Train | Sample # 34064 | train_loss 0.6412 | train_acc 0.8854 | lr 0.012220 | running_time 6:50:08 | ETA 3:11:52
[INFO] L2P_kearney.py:534 > Train | Sample # 34072 | train_loss 1.2393 | train_acc 0.7500 | lr 0.012203 | running_time 6:50:10 | ETA 3:11:44
[INFO] L2P_kearney.py:534 > Train | Sample # 34080 | train_loss 0.7431 | train_acc 0.8333 | lr 0.012186 | running_time 6:50:11 | ETA 3:11:37
[INFO] L2P_kearney.py:534 > Train | Sample # 34088 | train_loss 0.8096 | train_acc 0.8724 | lr 0.012169 | running_time 6:50:13 | ETA 3:11:29
[INFO] L2P_kearney.py:534 > Train | Sample # 34096 | train_loss 1.4558 | train_acc 0.7109 | lr 0.012152 | running_time 6:50:15 | ETA 3:11:21
[INFO] L2P_kearney.py:544 > Test | Sample # 34100 | test_loss 0.8558 | test_acc 0.7936 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 34104 | train_loss 0.9028 | train_acc 0.8281 | lr 0.012135 | running_time 6:51:18 | ETA 3:11:42
[INFO] L2P_kearney.py:534 > Train | Sample # 34112 | train_loss 1.1219 | train_acc 0.7474 | lr 0.012118 | running_time 6:51:20 | ETA 3:11:34
[INFO] L2P_kearney.py:534 > Train | Sample # 34120 | train_loss 0.7935 | train_acc 0.8828 | lr 0.012101 | running_time 6:51:21 | ETA 3:11:27
[INFO] L2P_kearney.py:534 > Train | Sample # 34128 | train_loss 1.0864 | train_acc 0.7682 | lr 0.012084 | running_time 6:51:23 | ETA 3:11:19
[INFO] L2P_kearney.py:534 > Train | Sample # 34136 | train_loss 1.1323 | train_acc 0.7552 | lr 0.012067 | running_time 6:51:25 | ETA 3:11:12
[INFO] L2P_kearney.py:534 > Train | Sample # 34144 | train_loss 0.9830 | train_acc 0.7734 | lr 0.012050 | running_time 6:51:27 | ETA 3:11:04
[INFO] L2P_kearney.py:534 > Train | Sample # 34152 | train_loss 1.0295 | train_acc 0.7891 | lr 0.012033 | running_time 6:51:29 | ETA 3:10:56
[INFO] L2P_kearney.py:534 > Train | Sample # 34160 | train_loss 0.8943 | train_acc 0.8047 | lr 0.012017 | running_time 6:51:30 | ETA 3:10:49
[INFO] L2P_kearney.py:534 > Train | Sample # 34168 | train_loss 0.8596 | train_acc 0.8333 | lr 0.012000 | running_time 6:51:32 | ETA 3:10:41
[INFO] L2P_kearney.py:534 > Train | Sample # 34176 | train_loss 0.9496 | train_acc 0.7917 | lr 0.011983 | running_time 6:51:34 | ETA 3:10:33
[INFO] L2P_kearney.py:534 > Train | Sample # 34184 | train_loss 0.6776 | train_acc 0.8490 | lr 0.011966 | running_time 6:51:36 | ETA 3:10:26
[INFO] L2P_kearney.py:534 > Train | Sample # 34192 | train_loss 1.2165 | train_acc 0.7839 | lr 0.011949 | running_time 6:51:38 | ETA 3:10:18
[INFO] L2P_kearney.py:534 > Train | Sample # 34200 | train_loss 0.9415 | train_acc 0.8438 | lr 0.011932 | running_time 6:51:39 | ETA 3:10:11
[INFO] L2P_kearney.py:544 > Test | Sample # 34200 | test_loss 0.8458 | test_acc 0.7892 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 34208 | train_loss 0.8268 | train_acc 0.8594 | lr 0.011915 | running_time 6:52:42 | ETA 3:10:31
[INFO] L2P_kearney.py:534 > Train | Sample # 34216 | train_loss 0.7258 | train_acc 0.8307 | lr 0.011898 | running_time 6:52:44 | ETA 3:10:23
[INFO] L2P_kearney.py:534 > Train | Sample # 34224 | train_loss 1.0267 | train_acc 0.8307 | lr 0.011881 | running_time 6:52:46 | ETA 3:10:16
[INFO] L2P_kearney.py:534 > Train | Sample # 34232 | train_loss 1.0936 | train_acc 0.7839 | lr 0.011864 | running_time 6:52:48 | ETA 3:10:08
[INFO] L2P_kearney.py:534 > Train | Sample # 34240 | train_loss 1.0799 | train_acc 0.7500 | lr 0.011848 | running_time 6:52:49 | ETA 3:10:01
[INFO] L2P_kearney.py:534 > Train | Sample # 34248 | train_loss 1.2383 | train_acc 0.7344 | lr 0.011831 | running_time 6:52:51 | ETA 3:09:53
[INFO] L2P_kearney.py:534 > Train | Sample # 34256 | train_loss 1.0756 | train_acc 0.7995 | lr 0.011814 | running_time 6:52:53 | ETA 3:09:45
[INFO] L2P_kearney.py:534 > Train | Sample # 34264 | train_loss 0.9689 | train_acc 0.7812 | lr 0.011797 | running_time 6:52:55 | ETA 3:09:38
[INFO] L2P_kearney.py:534 > Train | Sample # 34272 | train_loss 0.8923 | train_acc 0.8281 | lr 0.011780 | running_time 6:52:57 | ETA 3:09:30
[INFO] L2P_kearney.py:534 > Train | Sample # 34280 | train_loss 1.0977 | train_acc 0.7318 | lr 0.011763 | running_time 6:52:58 | ETA 3:09:23
[INFO] L2P_kearney.py:534 > Train | Sample # 34288 | train_loss 1.0072 | train_acc 0.7865 | lr 0.011746 | running_time 6:53:00 | ETA 3:09:15
[INFO] L2P_kearney.py:534 > Train | Sample # 34296 | train_loss 1.2065 | train_acc 0.7474 | lr 0.011730 | running_time 6:53:02 | ETA 3:09:07
[INFO] L2P_kearney.py:544 > Test | Sample # 34300 | test_loss 0.9062 | test_acc 0.7839 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 34304 | train_loss 1.1186 | train_acc 0.7370 | lr 0.011713 | running_time 6:54:05 | ETA 3:09:28
[INFO] L2P_kearney.py:534 > Train | Sample # 34312 | train_loss 1.1442 | train_acc 0.7969 | lr 0.011696 | running_time 6:54:07 | ETA 3:09:20
[INFO] L2P_kearney.py:534 > Train | Sample # 34320 | train_loss 1.1302 | train_acc 0.7370 | lr 0.011679 | running_time 6:54:08 | ETA 3:09:12
[INFO] L2P_kearney.py:534 > Train | Sample # 34328 | train_loss 0.7277 | train_acc 0.8568 | lr 0.011662 | running_time 6:54:10 | ETA 3:09:05
[INFO] L2P_kearney.py:534 > Train | Sample # 34336 | train_loss 0.9850 | train_acc 0.8698 | lr 0.011645 | running_time 6:54:12 | ETA 3:08:57
[INFO] L2P_kearney.py:534 > Train | Sample # 34344 | train_loss 0.8158 | train_acc 0.8516 | lr 0.011629 | running_time 6:54:14 | ETA 3:08:50
[INFO] L2P_kearney.py:534 > Train | Sample # 34352 | train_loss 0.8963 | train_acc 0.8281 | lr 0.011612 | running_time 6:54:16 | ETA 3:08:42
[INFO] L2P_kearney.py:534 > Train | Sample # 34360 | train_loss 0.8762 | train_acc 0.8464 | lr 0.011595 | running_time 6:54:17 | ETA 3:08:34
[INFO] L2P_kearney.py:534 > Train | Sample # 34368 | train_loss 0.8121 | train_acc 0.8411 | lr 0.011578 | running_time 6:54:19 | ETA 3:08:27
[INFO] L2P_kearney.py:534 > Train | Sample # 34376 | train_loss 1.1711 | train_acc 0.7448 | lr 0.011561 | running_time 6:54:21 | ETA 3:08:19
[INFO] L2P_kearney.py:534 > Train | Sample # 34384 | train_loss 1.0195 | train_acc 0.8125 | lr 0.011545 | running_time 6:54:23 | ETA 3:08:12
[INFO] L2P_kearney.py:534 > Train | Sample # 34392 | train_loss 0.8561 | train_acc 0.8281 | lr 0.011528 | running_time 6:54:25 | ETA 3:08:04
[INFO] L2P_kearney.py:534 > Train | Sample # 34400 | train_loss 1.0926 | train_acc 0.7865 | lr 0.011511 | running_time 6:54:26 | ETA 3:07:56
[INFO] L2P_kearney.py:544 > Test | Sample # 34400 | test_loss 0.9323 | test_acc 0.7816 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 34408 | train_loss 0.9159 | train_acc 0.8099 | lr 0.011494 | running_time 6:55:29 | ETA 3:08:16
[INFO] L2P_kearney.py:534 > Train | Sample # 34416 | train_loss 0.8117 | train_acc 0.8438 | lr 0.011477 | running_time 6:55:31 | ETA 3:08:09
[INFO] L2P_kearney.py:534 > Train | Sample # 34424 | train_loss 1.2607 | train_acc 0.7682 | lr 0.011461 | running_time 6:55:33 | ETA 3:08:01
[INFO] L2P_kearney.py:534 > Train | Sample # 34432 | train_loss 0.9704 | train_acc 0.8151 | lr 0.011444 | running_time 6:55:35 | ETA 3:07:54
